deal_id,category,subcategory,geo,title,description,fine_print,num_options,option_names,price,value,discount_pct,merchant_name,image_quality_score,days_live,weekly_udvs_w1,weekly_orders_w1,weekly_udvs_w2,weekly_orders_w2,weekly_udvs_w3,weekly_orders_w3,weekly_udvs_w4,weekly_orders_w4,weekly_udvs_w5,weekly_orders_w5,weekly_udvs_w6,weekly_orders_w6,weekly_udvs_w7,weekly_orders_w7,weekly_udvs_w8,weekly_orders_w8,cvr,aov,refund_rate
8bfc13ba-1a46-4d91-870d-9e3f3ab3c2fd,Health & Fitness,Chiropractic,Barcelona,1 or 3 Colon Hydrotherapy Sessions at Wellness Health Center,"What We Offer: Choose from single or multi-session packages designed to fit your health goals. Each session begins with a brief check-in to assess how you're feeling and adjust the plan as needed. Our facility is ADA-accessible, climate-controlled, and equipped with the latest diagnostic and therapeutic tools. Why You Should Grab This Offer: Over 1,500 clients in Barcelona have trusted us with their care. We maintain a 4.6-star rating on Google with particular praise for our professional, no-pressure approach. Every treatment is backed by a satisfaction guarantee — if you're not happy with your experience, we'll work to make it right. Good to Know: Extended hours available Tuesday through Thursday until 8 PM. Bring comfortable clothing for movement-based sessions. Free consultation for first-time clients to determine the best treatment path.",Must present voucher on arrival; Gratuity not included; Valid Mon-Fri only,1,Basic,121,182,0.3352,Wellness Health Center,3,83,1934,71,1684,83,1735,71,1929,102,2324,129,1823,97,1762,90,1493,81,0.049305,146.84,0.1053
41609ffc-c41e-4a39-8cb0-d4ede24f0b94,Retail,Home Goods,Seattle,Best Deal on Premium Products,"Save on this top-rated experience in Seattle. Whether you're a local or just visiting, this deal offers real value. Simple redemption — just show your voucher. See fine print for full details.",Gratuity not included; Excludes weekends & public holidays; 48-hour cancellation policy; Not valid on holidays; No cash value,3,"Sample Pack, Full Set, Deluxe Gift Box",54,77,0.2987,Willow Emporium,2,26,3761,41,4497,49,4513,60,4999,63,5186,80,4543,48,4502,64,3015,43,0.012794,63.11,0.0995
80bc28ca-6c6f-42cf-aa79-ef3ebfdc2e69,Retail,Electronics,Miami,Portable Bluetooth Speaker — Waterproof,"What's Included: Your order includes everything listed in the product description — no additional purchases required. Each item is manufactured to strict quality standards with durable materials built to last. Detailed care instructions included in the box. Why You Should Grab This Offer: We've sold over 10,000 units of this product and maintain a 4.5-star average rating. Customer favorites include the build quality, packaging, and fast shipping. Perfect as a treat for yourself or as a thoughtful gift for someone special. We stand behind every product with a 1-year manufacturer warranty. Good to Know: Ships from our US-based warehouse. Standard shipping takes 3-5 business days. Express shipping available at checkout for an additional fee. Contact our customer service team for any questions — average response time under 4 hours.",Valid for dine-in only; Promotional value expires 120 days after purchase; Not valid Dec 24-Jan 2,2,"1 Session, 3 Sessions",167,304,0.4507,Scout Collection,3,84,2293,12,2046,10,1160,7,2284,11,1733,8,1988,12,2231,12,1705,12,0.00544,206.19,0.0273
f05e9b62-28a8-4219-beb9-9ec416a0445e,Food & Drink,Cafes & Bakeries,Barcelona,Treat Your Taste Buds at Sofia's Brasserie,A great way to try something new without breaking the bank. This deal has been popular with Groupon customers. Limited quantities available. Valid only for the option purchased. See fine print for all terms.,Valid Mon-Fri only; Appointment required; Promotional value expires 120 days after purchase; Must redeem within 30 days,4,"Option 1, Option 2, Option 3, Option 4",27,54,0.5,Sofia's Brasserie,2,74,996,13,781,10,838,14,940,10,509,8,964,18,671,8,787,12,0.014339,21.6,0.05
250365ef-3444-411b-a08c-810ccac5a7f6,Travel,Resorts,Manchester,Amazing Hotel Getaway at Sunrise Inn,"Save on this top-rated experience in Manchester. Whether you're a local or just visiting, this deal offers real value. Simple redemption — just show your voucher. See fine print for full details.",Not valid on holidays; Photo ID required; Must be 18+; Must present voucher on arrival; Must redeem within 30 days,1,Single Visit,196,369,0.4688,Sunrise Inn,3,99,2526,38,1825,27,1866,13,2462,26,2742,27,3008,38,1701,19,2485,31,0.011765,226.58,0.039
0c09550e-67a2-495c-9c1c-e3a956d75fc7,Things to Do,Outdoor Activities,Houston,Wonderful Adventure Awaits at Panorama Activities,Highly rated by Groupon customers in Houston. Easy online booking with instant confirmation. Satisfaction guaranteed or your money back. This deal won't last long — availability is limited.,No cash value; Must be 18+; Not valid Dec 24-Jan 2; Excludes alcohol; Valid at Houston location only,3,"Basic, Standard, Premium",41,105,0.6095,Panorama Activities,3,74,1414,40,1190,36,1182,28,1391,34,1040,28,1234,29,1751,41,1355,28,0.025007,32.83,0.0591
cd881509-8282-46f7-9472-04eaa0b486fc,Home Services,Pest Control,Birmingham,Amazing Home Service at GreenLeaf Services,"Save on this top-rated experience in Birmingham. Whether you're a local or just visiting, this deal offers real value. Simple redemption — just show your voucher. See fine print for full details.",Limit 1 per household; No cash value; Cannot be combined with other offers; Photo ID required; Excludes weekends & public holidays,1,Standard,74,141,0.4752,GreenLeaf Services,2,109,2356,37,2964,49,2444,44,2743,37,2621,35,1368,25,3462,46,2163,41,0.015606,76.91,0.0921
e67a7d35-10d5-4d19-a0fd-ae05437c7cb5,Things to Do,Classes,Chicago,2-Hour Arcade Pass for Unlimited Games at Coast Adventures,"What We Offer: A guided experience led by knowledgeable local experts who know every hidden gem in Chicago. Small group sizes — maximum 12 participants — ensure a personal, interactive experience. All necessary equipment and materials are included in the price. No prior experience or special skills required. Why You Should Grab This Offer: We've hosted over 5,000 guests and maintain a 4.8-star rating. Our guides don't just walk you through the experience — they make it memorable with stories, tips, and insider knowledge you won't find in a guidebook. Perfect for families, couples, corporate outings, or solo adventurers. Good to Know: Open year-round, rain or shine (indoor alternatives available for weather-sensitive activities). Children under 12 must be accompanied by an adult. Gift cards available — makes a great last-minute present. Arrive 15 minutes before your scheduled start time.",Photo ID required; Must redeem within 30 days; Valid at Chicago location only; Valid Mon-Fri only; Excludes weekends & public holidays; Promotional value expires 120 days after purchase,3,"Taster, Full Day Explorer, VIP Experience",23,53,0.566,Coast Adventures,3,72,3346,96,2627,96,3261,125,2930,125,4412,209,3797,122,2897,104,3165,124,0.037866,25.58,0.0771
7ecdf12d-e94e-4c93-86da-f491310b7e6b,Automotive,Oil Change,Dallas,Keep Your Car Running Great at Midas Car Wash & Detail,An opportunity to enjoy premium service at a fraction of the regular cost. Our customers love the convenience and value of this deal. Valid for the options listed. See fine print for scheduling and restrictions.,Gratuity not included; Must present voucher on arrival; Excludes weekends & public holidays; Excludes alcohol; Promotional value expires 120 days after purchase; Not valid on holidays; Limit 1 per household,2,"Small, Large",91,148,0.3851,Midas Car Wash & Detail,3,106,2157,62,1157,29,1203,40,1553,44,1231,34,1985,49,905,18,2007,60,0.027545,108.58,0.0881
3de65754-1204-4c72-b15d-de78ddd38ccf,Things to Do,Outdoor Activities,Manchester,Make Your Weekend Special at Freefall Adventures,A great way to try something new without breaking the bank. This deal has been popular with Groupon customers. Limited quantities available. Valid only for the option purchased. See fine print for all terms.,Valid for dine-in only; Valid at Manchester location only; New customers only; Not valid on holidays; Not valid Dec 24-Jan 2; Excludes alcohol,2,"Basic, Standard",30,48,0.375,Freefall Adventures,4,92,3041,98,4055,166,2937,133,3921,159,2479,59,3341,135,3408,145,2477,99,0.038739,33.55,0.1365
2caad6db-eb19-45df-bb5a-09e5182c05ac,Travel,Getaways,Houston,Your Dream Getaway at Harbor Lodge,"Treat yourself or someone special to this offer. Whether it's a birthday, anniversary, or just a Tuesday — you deserve something nice. Great quality at an unbeatable price. Restrictions may apply — see fine print for full details.",Photo ID required; Valid for dine-in only; Limit 1 per household; Not valid Dec 24-Jan 2,2,"Basic, Standard",85,211,0.5972,Harbor Lodge,2,77,2237,20,1139,8,2304,24,1366,12,1526,13,2658,24,2147,13,1834,18,0.008678,82.11,0.0785
d142a7f4-62b1-433f-b608-f45cb7ee3e43,Beauty & Spas,Skin Care,Houston,Unwind w/ a Wonderful Relaxation Package at Glow Spa,"Save on this top-rated experience in Houston. Whether you're a local or just visiting, this deal offers real value. Simple redemption — just show your voucher. See fine print for full details.",Valid Mon-Fri only; Expires 90 days from purchase; Must be 18+; No refunds after redemption,3,"Small, Medium, Large",116,219,0.4703,Glow Spa,5,115,946,24,897,35,776,27,619,23,809,12,788,27,1156,46,783,20,0.031591,120.26,0.0704
c02d0558-f673-4b83-8dea-2c4552dc230e,Health & Fitness,Weight Loss,Seattle,Complete Eye Exam w/ $200 Toward Glasses at Wellness Health Center,"What We Offer: Choose from single or multi-session packages designed to fit your health goals. Each session begins with a brief check-in to assess how you're feeling and adjust the plan as needed. Our facility is ADA-accessible, climate-controlled, and equipped with the latest diagnostic and therapeutic tools. Why You Should Grab This Offer: Over 1,500 clients in Seattle have trusted us with their care. We maintain a 4.6-star rating on Google with particular praise for our professional, no-pressure approach. Every treatment is backed by a satisfaction guarantee — if you're not happy with your experience, we'll work to make it right. Good to Know: Extended hours available Tuesday through Thursday until 8 PM. Bring comfortable clothing for movement-based sessions. Free consultation for first-time clients to determine the best treatment path.",Must be 18+; Merchant is solely responsible for care; Limit 1 per household; Promotional value expires 120 days after purchase; Excludes weekends & public holidays; 48-hour cancellation policy; Not valid Dec 24-Jan 2; No cash value; Expires 90 days from purchase,2,"Kickstart Program, Total Body Overhaul",101,169,0.4024,Wellness Health Center,4,112,2548,227,2980,251,3467,288,2886,260,2849,164,2292,147,3590,281,2294,200,0.079368,117.67,0.0336
f8b352d5-878d-4eed-984f-47dcaf3df1ee,Automotive,Oil Change,Miami,Drive w/ Confidence After Visiting TopGear Service Center,Highly rated by Groupon customers in Miami. Easy online booking with instant confirmation. Satisfaction guaranteed or your money back. This deal won't last long — availability is limited.,Gratuity not included; Appointment required; Not valid on holidays; Excludes alcohol; Not valid Dec 24-Jan 2,2,"Single, Double",12,27,0.5556,TopGear Service Center,2,78,696,8,1099,12,638,9,906,12,660,4,966,12,578,7,767,8,0.01141,9.6,0.083
9fe18a00-5aac-4805-a25c-1d10b92deab2,Beauty & Spas,Spa,Barcelona,Indulge in a Relaxing Spa Experience at Serene Day Spa,"Treat yourself or someone special to this offer. Whether it's a birthday, anniversary, or just a Tuesday — you deserve something nice. Great quality at an unbeatable price. Restrictions may apply — see fine print for full details.",Valid at Barcelona location only; Excludes weekends & public holidays; Must be 18+; Must redeem within 30 days; Appointment required,1,Standard,65,95,0.3158,Serene Day Spa,2,52,3940,71,2714,50,4080,77,2109,40,2319,44,1925,28,2330,35,2298,40,0.01773,66.58,0.0633
1976a278-5959-430d-94f0-88f69442559e,Home Services,Pest Control,Los Angeles,Full Carpet Cleaning for 3 or 5 Rooms at FirstRate Solutions,"What We Offer: Professional-grade service performed by trained technicians using commercial equipment. We begin with an assessment of the scope of work, provide a clear explanation of what we'll do, and complete the job efficiently with minimal disruption to your day. A post-service report is provided summarizing what was done and any recommendations for future maintenance. Why You Should Grab This Offer: Homeowners often put off this type of maintenance because they don't know who to trust. We make it easy: fixed pricing (no hourly billing surprises), certified technicians, and a workmanship warranty. Our Groupon customers routinely become repeat clients. Good to Know: Appointment required — book online or by phone. Available Monday through Saturday, 8 AM to 6 PM. Ask about our seasonal maintenance packages for ongoing care.",Not valid on holidays; Gratuity not included; Subject to availability; Valid for dine-in only; Not valid Dec 24-Jan 2; Limit 1 per person; Valid at Los Angeles location only,2,"1 Session, 3 Sessions",153,294,0.4796,FirstRate Solutions,3,56,1321,57,1736,69,1226,61,1581,69,1514,76,1479,71,1814,97,1911,82,0.046257,205.09,0.088
b74d1091-a8a7-4df9-a383-da889ec89741,Home Services,Pest Control,Miami,Trusted Service from FirstRate Cleaning Co.,A great way to try something new without breaking the bank. This deal has been popular with Groupon customers. Limited quantities available. Valid only for the option purchased. See fine print for all terms.,Valid at Miami location only; Must redeem within 30 days; Not valid on holidays,1,Single Visit,40,74,0.4595,FirstRate Cleaning Co.,3,112,2305,49,2299,50,2078,45,2923,64,2939,65,2002,46,2436,54,2394,43,0.02147,34.19,0.0246
185b7459-eb0a-4803-a595-f185e86fb3e6,Food & Drink,Cafes & Bakeries,Houston,Taste the Best of Houston at Marco's Cafe,"Looking for something special? This deal has you covered. Great for individuals, couples, or groups. Flexible scheduling available. Check the fine print for full terms and restrictions. Voucher must be presented on arrival.",Valid at Houston location only; New customers only; Photo ID required; Excludes weekends & public holidays; Gratuity not included; Subject to availability,2,"Small, Large",44,62,0.2903,Marco's Cafe,3,20,402,8,231,1,401,7,407,4,371,7,420,8,253,4,291,5,0.01585,55.03,0.0615
a740c39a-b6e2-42fa-953f-34c537eec671,Automotive,Detailing,London,Fantastic Car Care at AutoShine Auto Care,"Looking for something special? This deal has you covered. Great for individuals, couples, or groups. Flexible scheduling available. Check the fine print for full terms and restrictions. Voucher must be presented on arrival.",Limit 1 per household; Must be 18+,1,Complete Vehicle Refresh,39,86,0.5465,AutoShine Auto Care,4,100,881,34,1328,62,1555,78,1110,52,939,35,1088,57,1353,59,1215,46,0.044672,39.4,0.0509
01749e63-fc42-4310-ae71-93bad8a95992,Beauty & Spas,Skin Care,Chicago,Before & After Acne Treatment — HydraFacial + LED at Divine Med Spa,"What We Offer: Relax and rejuvenate with a treatment designed to address your specific concerns. Our licensed therapists begin each session with a brief consultation to understand your goals — whether that's tension relief, skin rejuvenation, or overall wellness. All products are hypoallergenic and suited for sensitive skin. Why You Should Grab This Offer: We've served over 3,000 clients in Chicago and maintain a 4.7-star average across review platforms. Every treatment is performed in a calming, private environment with soft music and aromatherapy. We don't rush — your session time is your session time, no cutting corners. Good to Know: Complimentary hot tea and water provided. Free parking available. Same-day appointments available on weekdays. First-time clients receive a follow-up check-in call within 48 hours.",Valid Mon-Fri only; Limit 1 per household; Must be 18+; No refunds after redemption; Excludes weekends & public holidays; Limit 1 per person; Promotional value expires 120 days after purchase,3,"1 Session, 3 Sessions, 5 Sessions",20,49,0.5918,Divine Med Spa,1,19,3031,99,2891,66,3202,123,4090,153,2299,85,2156,70,3236,114,2829,48,0.031937,22.56,0.0388
55cb34a9-2abb-451f-9430-cb9959f491c5,Home Services,HVAC,Seattle,Keep Your Home in Top Shape w/ Platinum Cleaning Co.,"Save on this top-rated experience in Seattle. Whether you're a local or just visiting, this deal offers real value. Simple redemption — just show your voucher. See fine print for full details.",Must be 18+; Limit 1 per person; Photo ID required; New customers only; No refunds after redemption,3,"Single Room, Multi-Room Package, Complete Home Overhaul",104,199,0.4774,Platinum Cleaning Co.,2,17,2838,52,2363,31,3170,64,2196,41,3040,64,2557,46,2580,34,2696,35,0.017118,133.19,0.0428
0b62a96d-79d5-4d3e-bdf1-1fd37f59b69c,Retail,Fashion,Manchester,Best Deal on Premium Products,Highly rated by Groupon customers in Manchester. Easy online booking with instant confirmation. Satisfaction guaranteed or your money back. This deal won't last long — availability is limited.,Promotional value expires 120 days after purchase; Must present voucher on arrival; Must be 18+; Expires 90 days from purchase; Valid for dine-in only; Not valid Dec 24-Jan 2; Appointment required,1,Curated Collection,35,52,0.3269,Heirloom Store,3,84,3051,81,3156,68,4683,91,3978,76,3361,65,4373,107,4055,91,4093,78,0.021366,45.96,0.1056
c1cf37ed-359d-4016-bf61-095e42f6703b,Food & Drink,Restaurants,Barcelona,$25 or $50 to Spend on Food & Drinks at The Famous Bistro,"What We Offer: A complete dining experience that includes your choice of entrees, sides, and beverages as outlined in the deal options. Everything is prepared to order — nothing sits under a heat lamp. Our kitchen team takes pride in consistency: every plate that leaves our kitchen meets the same standard, whether it's a Tuesday lunch or Saturday dinner. Why You Should Grab This Offer: We've been serving Barcelona for over 8 years and have built a loyal following through honest food at fair prices. Featured in local press and food blogs. Our staff is attentive without being overbearing — we want you to enjoy your meal, not feel rushed. Good to Know: Dine-in only. Reservations available online or by phone. Large party accommodations available with 48 hours notice. Validated parking in the adjacent garage.",Valid Mon-Fri only; Subject to availability,3,"Small, Medium, Large",175,326,0.4632,The Famous Bistro,3,93,4305,20,3277,12,3145,18,3862,16,3709,18,3118,13,3883,24,3964,24,0.004955,169.83,0.0454
665bd726-f8a0-49e4-8996-7f7fa73b4a34,Beauty & Spas,Hair,Denver,60-Min Facial w/ Microdermabrasion & LED Light Therapy at Divine Spa,"What We Offer: Relax and rejuvenate with a treatment designed to address your specific concerns. Our licensed therapists begin each session with a brief consultation to understand your goals — whether that's tension relief, skin rejuvenation, or overall wellness. All products are hypoallergenic and suited for sensitive skin. Why You Should Grab This Offer: We've served over 3,000 clients in Denver and maintain a 4.7-star average across review platforms. Every treatment is performed in a calming, private environment with soft music and aromatherapy. We don't rush — your session time is your session time, no cutting corners. Good to Know: Complimentary hot tea and water provided. Free parking available. Same-day appointments available on weekdays. First-time clients receive a follow-up check-in call within 48 hours.",48-hour cancellation policy; Must be 18+; Excludes weekends & public holidays; Valid Mon-Fri only; Valid at Denver location only,2,"Small, Large",52,82,0.3659,Divine Spa,1,82,1563,67,1172,40,1425,41,1238,47,935,34,1207,40,1476,53,1391,42,0.034976,47.41,0.0794
d14ce04d-9395-4ce4-9768-7b57e7355aad,Retail,Gifts,Miami,12-Piece Gourmet Chocolate Box w/ Gift Wrapping,"What's Included: Your order includes everything listed in the product description — no additional purchases required. Each item is manufactured to strict quality standards with durable materials built to last. Detailed care instructions included in the box. Why You Should Grab This Offer: We've sold over 10,000 units of this product and maintain a 4.5-star average rating. Customer favorites include the build quality, packaging, and fast shipping. Perfect as a treat for yourself or as a thoughtful gift for someone special. We stand behind every product with a 1-year manufacturer warranty. Good to Know: Ships from our US-based warehouse. Standard shipping takes 3-5 business days. Express shipping available at checkout for an additional fee. Contact our customer service team for any questions — average response time under 4 hours.",Valid at Miami location only; Subject to availability; Appointment required,3,"Sample Pack, Full Set, Deluxe Gift Box",29,41,0.2927,Wander Collection,1,111,1763,83,2282,71,3010,118,2146,70,3009,118,1781,74,2312,87,3069,113,0.03789,33.76,0.1212
8d8f1ca3-509b-49cf-8621-fae42619fdd1,Health & Fitness,Chiropractic,Houston,Take Charge of Your Health at Thrive Dental,This is a deal you won't want to miss. Perfect for anyone looking for a great experience at a great price. Limited availability — grab it before it's gone. Valid for new and existing customers. See fine print for full details and restrictions.,No cash value; Must redeem within 30 days; Valid Mon-Fri only,3,"Basic, Standard, Premium",69,106,0.3491,Thrive Dental,5,59,3399,82,3029,72,2958,50,3332,78,2643,61,3127,89,3372,86,1915,44,0.023638,70.18,0.0524
a0be343f-1ee5-4a48-900e-011c91381af0,Food & Drink,Dining Cruises,New York,Treat Your Taste Buds at Olive Cafe,"Looking for something special? This deal has you covered. Great for individuals, couples, or groups. Flexible scheduling available. Check the fine print for full terms and restrictions. Voucher must be presented on arrival.",Expires 90 days from purchase; Appointment required; Valid at New York location only; Excludes alcohol; Limit 1 per household; Excludes weekends & public holidays; Not valid on holidays; Photo ID required; No refunds after redemption,2,"Date Night Dinner, Grand Feast for Two",18,49,0.6327,Olive Cafe,3,81,1740,35,1408,29,1597,40,2047,36,2123,43,2063,37,1652,42,1247,27,0.020826,38.04,0.0979
feeba56d-39f3-4b2d-b638-318d22e4d3f7,Things to Do,Tours,Birmingham,An Experience You Won't Forget at Urban Activities,This is a deal you won't want to miss. Perfect for anyone looking for a great experience at a great price. Limited availability — grab it before it's gone. Valid for new and existing customers. See fine print for full details and restrictions.,Must present voucher on arrival; Promotional value expires 120 days after purchase; Subject to availability,2,"Small, Large",30,48,0.375,Urban Activities,1,68,2324,33,1953,35,3162,70,1724,33,1924,35,2287,61,1858,32,2489,41,0.019186,36.96,0.0723
ff6ec3a5-b9aa-4992-acf4-dbee200a2828,Beauty & Spas,Med Spa,Dallas,Indulge in a Relaxing Spa Experience at Opulent Wellness Center,"Save on this top-rated experience in Dallas. Whether you're a local or just visiting, this deal offers real value. Simple redemption — just show your voucher. See fine print for full details.",Must be 18+; Limit 1 per household; Limit 1 per person; Subject to availability; Cannot be combined with other offers; Expires 90 days from purchase; Appointment required,2,"1 Session, 3 Sessions",39,69,0.4348,Opulent Wellness Center,3,85,1661,42,1306,33,892,20,1323,37,830,27,1049,33,1140,27,1795,62,0.028111,41.26,0.0729
7713a239-07a2-44a1-8e56-7ce5984f022a,Retail,Electronics,Houston,Smart Watch — Fitness Tracker w/ Heart Rate Monitor,What's Included: Product ships within 2-3 business days via USPS or UPS with tracking number provided via email. Each item is quality-inspected before shipping and arrives in protective packaging. 30-day hassle-free returns accepted with original packaging — we'll provide a prepaid return label. Why You Should Grab This Offer: This product has been one of our top sellers with over 500 five-star reviews. Made with premium materials designed for daily use. Makes an excellent gift — arrives in presentation-ready packaging with the option to include a personalized gift note at checkout. Good to Know: Available in multiple sizes and colors — select your preferred option at checkout. Ships to all 50 US states. International shipping available for an additional fee. Bulk orders of 5+ units receive an automatic 10% discount.,No cash value; Must be 18+; Appointment required,3,"Sample Pack, Full Set, Deluxe Gift Box",25,59,0.5763,Urban Emporium,3,70,1107,106,1513,109,1777,140,1692,121,1613,101,2203,143,1770,140,1235,74,0.072347,31.12,0.0591
95cc6830-c32c-4600-9974-e0f0394ea85e,Things to Do,Outdoor Activities,Miami,Explore & Enjoy at Wildcard Excursions,This is a deal you won't want to miss. Perfect for anyone looking for a great experience at a great price. Limited availability — grab it before it's gone. Valid for new and existing customers. See fine print for full details and restrictions.,Must present voucher on arrival; Valid Mon-Fri only,2,"Explorer, Ultimate Adventure",25,53,0.5283,Wildcard Excursions,3,11,1190,29,1445,42,1592,33,1093,25,1406,31,1584,40,1537,29,1155,30,0.023541,34.41,0.0836
c8848569-86ec-4fdb-ba43-8a644005a681,Home Services,Handyman,San Francisco,Premium Home Maintenance at Platinum Solutions,A great way to try something new without breaking the bank. This deal has been popular with Groupon customers. Limited quantities available. Valid only for the option purchased. See fine print for all terms.,Excludes weekends & public holidays; Gratuity not included; Limit 1 per household; No cash value; 48-hour cancellation policy,3,"Basic, Standard, Premium",139,198,0.298,Platinum Solutions,3,77,1312,25,1482,32,1817,40,1514,38,1397,26,1442,30,2007,59,1463,34,0.022841,165.17,0.0612
265e93fa-e551-4ba0-90c8-3f7e15fd3d70,Travel,Hotels,Los Angeles,Amazing Hotel Getaway at Sunrise Suites,Experience the best that Los Angeles has to offer with this popular deal. Thousands of Groupon customers have enjoyed this offer. Book now to secure your spot before availability runs out. See fine print for redemption details.,Excludes alcohol; Not valid on holidays; Must be 18+; Expires 90 days from purchase; Limit 1 per person,3,"Small, Medium, Large",198,381,0.4803,Sunrise Suites,1,70,652,7,960,14,1424,11,1076,14,842,13,1511,18,691,10,1218,18,0.012539,184.25,0.0715
e4dd152c-6bc2-4411-ab7f-9e77bab4960a,Home Services,Handyman,Manchester,Keep Your Home in Top Shape w/ AllStar Services,Experience the best that Manchester has to offer with this popular deal. Thousands of Groupon customers have enjoyed this offer. Book now to secure your spot before availability runs out. See fine print for redemption details.,No cash value; Valid for dine-in only; Cannot be combined with other offers; Excludes weekends & public holidays; Must redeem within 30 days; Promotional value expires 120 days after purchase,1,Full Home Treatment,98,135,0.2741,AllStar Services,3,88,2698,73,2072,57,2283,69,1484,46,3612,130,2994,118,2452,78,2855,92,0.032421,113.9,0.0628
76405bbc-b6ab-486e-a155-d7d8036c1260,Health & Fitness,Weight Loss,San Francisco,Semaglutide or Tirzepatide Weight-Loss Program w/ Consultation at Renew Performance Lab,"What We Offer: Choose from single or multi-session packages designed to fit your health goals. Each session begins with a brief check-in to assess how you're feeling and adjust the plan as needed. Our facility is ADA-accessible, climate-controlled, and equipped with the latest diagnostic and therapeutic tools. Why You Should Grab This Offer: Over 1,500 clients in San Francisco have trusted us with their care. We maintain a 4.6-star rating on Google with particular praise for our professional, no-pressure approach. Every treatment is backed by a satisfaction guarantee — if you're not happy with your experience, we'll work to make it right. Good to Know: Extended hours available Tuesday through Thursday until 8 PM. Bring comfortable clothing for movement-based sessions. Free consultation for first-time clients to determine the best treatment path.",Excludes weekends & public holidays; Appointment required,1,Starter Assessment,95,198,0.5202,Renew Performance Lab,1,119,1106,60,753,32,1063,51,955,55,1159,62,908,50,854,55,1000,41,0.052065,76.0,0.0517
dbf56b97-379c-4b5d-a4e4-e309e3a2f642,Retail,Gifts,Los Angeles,Portable Bluetooth Speaker — Waterproof,What's Included: Product ships within 2-3 business days via USPS or UPS with tracking number provided via email. Each item is quality-inspected before shipping and arrives in protective packaging. 30-day hassle-free returns accepted with original packaging — we'll provide a prepaid return label. Why You Should Grab This Offer: This product has been one of our top sellers with over 500 five-star reviews. Made with premium materials designed for daily use. Makes an excellent gift — arrives in presentation-ready packaging with the option to include a personalized gift note at checkout. Good to Know: Available in multiple sizes and colors — select your preferred option at checkout. Ships to all 50 US states. International shipping available for an additional fee. Bulk orders of 5+ units receive an automatic 10% discount.,Excludes alcohol; Subject to availability; Excludes weekends & public holidays; Must be 18+; No refunds after redemption,3,"Sample Pack, Full Set, Deluxe Gift Box",19,49,0.6122,Willow Goods,4,49,904,79,1527,110,1126,96,726,61,1317,131,1217,94,1100,77,697,55,0.081611,29.78,0.0459
14b7f8ac-d418-42d9-a489-6a70eca9ecdd,Food & Drink,Dining Cruises,San Francisco,Dozen Gourmet Cupcakes or Custom Cake at Golden Smokehouse,"What We Offer: Enjoy a carefully curated dining experience prepared by our award-winning chef using locally sourced, seasonal ingredients. Each course is thoughtfully paired with beverages selected by our in-house sommelier. The menu changes quarterly to reflect the freshest produce available, so every visit offers something new. Vegetarian, vegan, and gluten-free options are always available — just let your server know. Why You Should Grab This Offer: We've been recognized by local food critics as one of San Francisco's best-kept secrets, with a 4.6-star average on Google and Yelp. Our intimate dining room seats just 40 guests, creating a personal atmosphere you won't find at larger establishments. Private dining available for groups of 8 or more. Good to Know: Reservations recommended, especially on weekends. Free street parking available after 6 PM. Kids' menu available for diners under 12.",Limit 1 per household; Photo ID required; No refunds after redemption; Subject to availability,1,1 Session,56,91,0.3846,Golden Smokehouse,4,13,2144,212,2888,237,1844,180,2585,189,2751,260,2671,182,2284,164,3116,235,0.081793,72.61,0.0307
6b0750e5-8b4f-40c1-85e8-17ae47478a24,Food & Drink,Restaurants,Los Angeles,Cooking Class for Two — 2-Hour Hands-On Session at Cedar Trattoria,"What We Offer: A complete dining experience that includes your choice of entrees, sides, and beverages as outlined in the deal options. Everything is prepared to order — nothing sits under a heat lamp. Our kitchen team takes pride in consistency: every plate that leaves our kitchen meets the same standard, whether it's a Tuesday lunch or Saturday dinner. Why You Should Grab This Offer: We've been serving Los Angeles for over 8 years and have built a loyal following through honest food at fair prices. Featured in local press and food blogs. Our staff is attentive without being overbearing — we want you to enjoy your meal, not feel rushed. Good to Know: Dine-in only. Reservations available online or by phone. Large party accommodations available with 48 hours notice. Validated parking in the adjacent garage.",Must redeem within 30 days; Merchant is solely responsible for care; Photo ID required; No cash value; Limit 1 per household,2,"Date Night Dinner, Grand Feast for Two",55,83,0.3373,Cedar Trattoria,2,102,2769,77,2889,115,2599,81,2095,59,2420,70,3297,99,3126,86,1739,44,0.030142,63.51,0.0593
2ad0a88f-01c0-4b7b-8b69-90182a0ce234,Retail,Fashion,Houston,Memory Foam Pillow — Standard or King Size,What's Included: Product ships within 2-3 business days via USPS or UPS with tracking number provided via email. Each item is quality-inspected before shipping and arrives in protective packaging. 30-day hassle-free returns accepted with original packaging — we'll provide a prepaid return label. Why You Should Grab This Offer: This product has been one of our top sellers with over 500 five-star reviews. Made with premium materials designed for daily use. Makes an excellent gift — arrives in presentation-ready packaging with the option to include a personalized gift note at checkout. Good to Know: Available in multiple sizes and colors — select your preferred option at checkout. Ships to all 50 US states. International shipping available for an additional fee. Bulk orders of 5+ units receive an automatic 10% discount.,Limit 1 per household; Photo ID required; New customers only; Expires 90 days from purchase; Must redeem within 30 days; Not valid on holidays; Must present voucher on arrival,1,Standard,34,71,0.5211,Wander Emporium,2,14,2292,128,2255,98,2714,138,4041,220,3247,161,2636,117,3126,165,3218,183,0.051426,28.51,0.115
